"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,LINDAROSE,"HOUSTON, TX, USA",RUNNER,25-34,ATHLETIC,"they have held up well over time, the patterns are very flattering",,,Great Running Short,2018-08-06,I love these shorts! These are my third pair and am looking forward to purchasing another. I like how the waistband sits flat. If you follow washing instructions these can last several years.,,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,4 out of 5,HOLLABACKGIRL,"JACKSON, MS, USA",,,,,,roomy,Color Turning?,2018-08-05,"I recently bought these Speed Up Shorts (in store) last week. I wore them ONCE and was extremely careful as I purchased the WHITE pair. I took them off and sat them aside after wearing them. A few days later I am about to do laundry and realize that the seams of these shorts have turned HOT PINK. I can promise you that these have been sitting by themselves, nothing even close to touching them. After I wore them that one time, I checked for stains so it could not have been something I did. I wish that there was an answer for this or if anyone has had this problem before. These $60 are now pink on the edges.","August 6, 2018","Hey hollabackgirl,

Thanks for taking the time to share your feedback with us. That is very strange! I'm sorry to hear the Speed Up Short *2.5"" is having colour issues. Keep an eye out for an email coming your way. Chat Soon!",0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,LE02,"SAN FRANCISCO BAY AREA, CA, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,Shorts,2018-08-05,The shorts are very comfortable and easy to wear. I like how they look and fit.,,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,4 out of 5,NIKKISSAW,"RICHMOND, VA, USA",SWEATY GENERALIST,35-44,LEAN,style,fit,,Sizing isn’t consistent,2018-08-05,"I LOVE Speed Shorts and was so excited about the new Speed Up because they fit more like the originals (not super long in the back). But the sizing is so off! I am a size 4 and have both Speeds and Speed Ups that fit great but with each new pattern they seem to get smaller and smaller! I’ve had to size up in some patterns because the 4 was literally skin tight. And sizing up doesn’t actually fix the problem because a whole size up is actually too big. I really love Lulu and the Speeds/Ups, I really hope they can get the sizing more consistent across all the colors and patterns though.",,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,4 out of 5,CPAPP,ALEXANDRIA MINNESOTA,SWEATY GENERALIST,45-54,MUSCULAR,everyrhing,nothing,just right,Can't have too many,2018-08-04,"I have several pairs of the speed shorts which I live in all summer so when they stopped making them I wasn't sure what I was gonna buy. I finally caved and purchased a pair of speed ups, I love them also ( more several pairs) and really don't see much of a difference between speed shorts and speed ups. I will continue to buy and so far no complaints.",,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,BATES2417,"SOUTH DAKOTA, USA",RUNNER,45-54,CURVY,how they fit & feel,as a 45 year old i would probably buy longer than,,Speed Up Short,2018-08-04,Material makes you feel like you have nothing on!! It's SO VERY COMFORTIBLE!!!,,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,4 out of 5,BECKYLEE94,"CALIFORNIA, USA",SWEATY GENERALIST,18-24,PETITE,"fabric, built in underwear, not too short",pilling in waist band,just right,Best for Hiking,2018-08-04,"I bought these shorts because I needed something comfy and durable to wear while hiking. these shorts are my favorite out of all the LuLu lemons shorts they have. the built in underwear is comfy and keeps you covered. these shorts and not super short, they move well and I love the little pocket in the waist band. my only complaint, is after my first hiking trip the waist band started to pill, which I thought was really weird.",,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,3 out of 5,RUNNINGANDGRINDING,,,,,,,,Bleach Beware,2018-08-03,Accidentally turned the wasteband of my shorts a lighter shade when I washed them with tide. Great fit and love the light blue color. I love these style of shorts for running.,"August 4, 2018","Hey runningandgrinding,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,SOUTHERNCINDERELLA,"ALABAMA, USA",SWEATY GENERALIST,25-34,ATHLETIC,perfect fit!,,,Favorite Shorts,2018-08-03,The Speed Up Shorts are my absolute favorite shorts to rock st the gym.,,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,STELLA111,"PHILADELPHIA, PA, USA",SWEATY GENERALIST,35-44,ATHLETIC,,,,The best,2018-08-03,Hottys are my favorite. If we can’t have original speeds :-( these are a close second. Love them,,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,FITNESSNINJA500,UNITED STATES,SWEATY GENERALIST,35-44,PETITE,,,,Best shorts ever,2018-08-03,"Love the length and overall fit. Love bright colors like pink, orange, mint, and the basics like black too.",,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,2 out of 5,JUSTJENN,"SAN DIEGO, CA, USA",RUNNER,25-34,ATHLETIC,color fabric,fit,,Doesn’t fit the same,2018-08-03,"I’m a speed short junkie...I could run 20+Miles in these (older design/fit)..but had to return my recent purchase. They do not fit the same. Change in factory?? Pattern??? I don’t know. Compared them to my other Speed shorts...butt, inseam, waist, back length... totally different! Please fix!",,,0,0
"Speed Up Short
2.5""",$58.00,,3.3 out of 5,5 out of 5,ELLLLLLLZZ,"RALEIGH, NC, USA",RUNNER,18-24,ATHLETIC,,,,my favorites,2018-08-03,I wear these shorts as much as I possibly can. They're perfect for virtually any workout and I love how they hold their shape throughout any activity. It doesn't hurt that I love the blush color I got them in!!,,,0,0
