"Cool Racerback
Online Only",$42.00,,4.1 out of 5,1 out of 5,DHARINI,"CHICAGO, IL",YOGI,25-34,PETITE,,"fit, neckline, fabric, quality",roomy,Huge disappointment,2018-08-05,"I have the cool racerback in a few colors, but hadn't bought them (or really shopped at lulu) in awhile. I thought I'd try out this blue color, and this is not at all the same tank top. The straps are way longer, and the neckline as a result was much further down even when I first put it on. I had a pretty supportive, high-neckline sports bra on underneath, so I didn't think much of it at first. After a 1-hour yoga class, the neckline was pretty much all the way down past my boobs. I've never had this issue with previous versions of the tank, and am so disappointed that I bought this piece online without trying it.","August 6, 2018","Hey Dharini,

Thanks for taking the time to share your feedback with us. I'm sorry to hear the Cool Racerback is not holding up. Keep an eye out for an email coming your way. Chat Soon!",1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,SALMV,"MARIN COUNTY, CA, USA",SWEATY GENERALIST,45-54,LEAN,,,just right,All time fave top,2018-08-03,"LOVE these tanks! The original cool racer back is the bomb. The fit, the material, the quality and colors are the reason it’s the only top I wear to workout or teach in. I have at least 12 different colors and am always looking for more! Don’t ever stop making this to please",,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,DEMIFIT,,,,LEAN,great fit and so soft!,,,Love this too!!,2018-08-03,This top is one of my favorites! The material is so soft and stays put! During my classes I’m always worried about my tops riding up but this one is just perfect! Will be buying more in other colors!,,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,2 out of 5,MELTOGYM,"SCOTTS VALLEY, CA, USA",SWEATY GENERALIST,55-65,ATHLETIC,good color good length,didn't feel size diff from 8 to 6,snug,Did I size up?,2018-08-02,"Usually wear a 6 in these tanks, but wanted a little more room so I ordered a size 8. I don't think the eight is any bigger than the 6! I cannot feel a bit of difference. I would like Lulu to give measurements from armpit to armpit and length of top. Thanks!",,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,ATAYLOREDBROOKLYN,"BROOKLYN, NY, USA",RUNNER,25-34,PETITE,"fit, colors, sweatproof",,,Great running top!,2018-08-02,I love the cool racerback! I have in several different colors and a couple of different versions...they are all great running tops. Couldn’t recommend more!,,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,4 out of 5,LCNH,"MICHIGAN, USA",RUNNER,25-34,PETITE,fit material,chest support,,Great tank,2018-08-01,"I love this style of the Cool Racer Back. It is a bit long for me, but I am 5'1. I wore this hiking a mountain, although I bought it for yoga. In hindsight, I would wear something with a built in bra, because climbing a 5400 ft mountain in the summer heat is hot enough without a bra on.
Overall, a great style and love the neckline. This is a great classic.",,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,CANDG,MINNESOTA,SWEATY GENERALIST,45-54,,facbric cut,,just enough,Favorite,2018-07-27,With the exception of wonderunders this is my favorite Lulu product. They should bring it back in EVERY store.,,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,KLO823,,YOGI,25-34,ATHLETIC,,,snug,Bring the original CRB tank back!,2018-07-26,Easily my favorite tank top that Lululemon makes. I wish you would bring this back in the original luon material with more Wee Are from Space color offerings.,,,1,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,NICKKY,"NEW JERSEY, USA",SWEATY GENERALIST,35-44,ATHLETIC,perfect tightness,,roomy,My favorite top,2018-07-24,This is by far my favorite tank and I got it in black and fig. The Luon fabric feels amazing on my skin and it stays on place during an entire workout. I am planning on getting more black ones for sure and other colors if Lulu will bring some interesting ones.,,,0,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,5 out of 5,SERENEYOGI,"SAN FRANCISCO BAY AREA, CA, USA",YOGI,55-65,ATHLETIC,,,,Yoga Delight,2018-07-23,"This is a great top for downward dogs, headstands, or other inversions. You can feel comfortable in any yoga position. It fits well and the material wicks away sweat. I highly recommend!",,,0,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,2 out of 5,FITTEACHER,,SWEATY GENERALIST,35-44,ATHLETIC,length,neckline stretches out,just right,The neck has stretched out on almost every one of my cool racerbacks,2018-07-21,I have 7 cool racerbacks and the neck has stretched out on 5 of them causing the neckline to be very low and unwearable unless I want my bra or sports bra showing. I'm not sure why this happens as I have a small chest. This is my favorite fitting tank when I first purchase them as I love the length and the racer back. For the price I wish they would last longer.,"July 22, 2018","Hey FitTeacher,

Thanks for taking the time to pass along some feedback on the Cool Racerback. I'm sorry to hear that the necklines are stretching out. Keep an eye out for an email headed your way. Chat soon!",0,0
"Cool Racerback
Online Only",$42.00,,4.1 out of 5,2 out of 5,CARDIOQUEEN95,"OTTAWA, ON, CANADA",SWEATY GENERALIST,18-24,ATHLETIC,,"material, fit",oversized,Disappointing Quality and Fit,2018-07-16,"I am a long-time lulu tank lover but this shirt just does not live up to standards. It is super loose and ill fitting, and rides up with even the slightest movement. I had to pull it down probably 20 times on a 30 minute run to prevent my stomach from being exposed. The material is also not great - doesn't feel like it wicks away sweat as well as other lulu shirts I own, and stretches out after light exercise. Overall it is disappointing and unfortunate as I wanted to love it.","July 17, 2018","Dear cardioqueen95,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the Cool Racerback *Online Only is not performing for you. Keep an eye out for an email coming your way. Chat Soon!",0,0
