"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,5 out of 5,LOLO55,,SWEATY GENERALIST,25-34,CURVY,,,,My go-to headband!,2018-08-02,I absolutely love these headbands. Perfect for working out! And they actually stay in place. I need them in every color!,,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,2 out of 5,ABJB,,RUNNER,18-24,PETITE,"cute, moisture-wicking",too big,,Not for all head sizes,2018-08-02,"I really wanted to use this headband for all of my workouts, including running and yoga. Unfortunately, it's just too big and falls off whenever I do an exercise that involves a lot of movement (which is most). I can't use it for running or spinning, and it even falls off during yoga. Sometimes, if I'm lucky and careful, I can get through 30 minutes of rowing while wearing it, but weight lifting is the only exercise I can use it for where I don't have to constantly check to see if it's still on my head...","August 2, 2018","Hey abjb,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your Fly Away Tamer Headband II *Luxtreme isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Keep an eye out for an email soon!",0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,1 out of 5,EEJERS,"SEATTLE, WA, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,Does not stay in hair,2018-07-30,"I have long, thick hair that I wear up in a bun or ponytail when playing tennis.
I purchased two and neither stay on my head for more than 10 minutes of running around. Have tried different ways and with the exception of having the band across my forehead, doesn't stay put.","July 31, 2018","Dear eejers,

Thanks for reaching out and providing this feedback for us. I completely understand why you're disappointed with this and I'd love to help turn this around. We'd love to chat with you further to gather more information from you and work towards a resolution. We'll be reaching out via email, so keep your eyes peeled on your inbox.",0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,4 out of 5,ATHLETEEJ,"SEATTLE, WA, USA",SWEATY GENERALIST,35-44,LEAN,,,,Cute print :),2018-06-17,I really like this headband and love the shaping. The contouring makes it fit better than other Lulu headbands. I have short hair so I like that the back is a narrower.,,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,4 out of 5,JESSLIFTS,"ROCKVILLE, MD, USA",SWEATY GENERALIST,18-24,PETITE,"nice material, fits head well",starts to move around after a few hours,,Cute and functional but starts to move around after a few hours,2018-06-05,"It's a snug headband for me and I have a fairly small head too lol, but luxtreme is an amazingly soft fabric and it stays in place pretty well for a 1-2 hour workout but after that it starts to kind of move around. That is a little annoying considering it is expensive but it's nothing a few bobby pins can't fix!",,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,4 out of 5,ALYMG,FL,SWEATY GENERALIST,25-34,ATHLETIC,"the style, the color choices",,,Cute and Sporty,2018-04-28,Helpful to keep hair back but also cute to dress up the workout outfit.,,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,4 out of 5,SARRRWONKA,,RUNNER,18-24,ATHLETIC,fabric stretch colors,,,Half Marathon Approved,2018-04-11,"I finally graduated from using pre-wrap as a headband for years (thank god). When I saw this headband and the positive reviews, I had to give it a try! It fits snug and comfortable around my head and the soft lining on the inside keeps it from sliding. The ""porcelain pink"" color is a little more dull than I imagined but I still love how it looks on my dark hair. Perfect for running!",,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,5 out of 5,LULULOVERJESSIE,"CHICAGO, ILLINOIS",SWEATY GENERALIST,25-34,PETITE,,,,perfect headband!,2018-02-03,"i have five of these headbands in different colors and they're all great. no slipping when working out even on my baby-fine hair, sweat-wicking, and they don't stretch. personally, i like the velvet backing because it doesn't snag my hair like headbands with silicone grips sometimes do.",,,0,0
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,5 out of 5,WORKOUTFANATIC16,"HOUSTON, TEXAS",CYCLIST,45-54,ATHLETIC,"material, does stretch out, stays in place",absolutely nothing,,Great Headband,2018-01-09,"This headband is amazing. My twin sister bought one for me as a gift,; I have been using for spinning and to run around; I like it so much that I have just purchased a second one. I like that it does not stretch out and stays in place. Great job Lulu...is there any way the headband can be made in other colors such as midnight navy? I will definitely buy it :)...",,,7,1
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,5 out of 5,C8LUVZ50,"TORONTO, ON, CANADA",SWEATY GENERALIST,25-34,CURVY,,,,Looks Great and Gets The Job Done!,2018-01-04,These are really cute headbands for working out or every-day use. They come in tons of patterns and colours and they really do stay in place. I highly recommend them!,,,7,1
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,2 out of 5,GILLSABRINA,"PALO ALTO, CA",RUNNER,18-24,ATHLETIC,,,,Mehhh,2017-12-28,"I have this in red, black, white, teal. But honestly, I realized this headband just doesn't want to stay put. I have pretty thick hair being Indian but it flys away whenever I'm on the court (tennis). From beneath my head it starts slipping awaaaay
It works good for the gym as long as you aren't really running around like when you play tennis.",,,7,1
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,5 out of 5,ERN15,LOS ANGELES,SWEATY GENERALIST,25-34,PETITE,,,,Pleasantly Pleased!,2017-12-22,"Preface: I have a small head and usually have a hard to finding hats and headbands that actually fit.
I really love this headband and I don't have any issues with it sliding off my head, unless I wear it too far back. I love to wear it on hikes in the summer and during my HIIT classes to keep sweat out of my eyes. I'm also pleased with the price point!",,,7,1
"Fly Away Tamer Headband II
Luxtreme",$12.00,,3.2 out of 5,1 out of 5,AMCL,,,,,,"won't stay on, slides to back of head",,Did not stay put,2017-12-13,"Bought this to replace an old style tamer headband I. I am disappointed because it slides back. I stretched it out a bit and still it didn't stay put. This new style tamer II is significantly wider that the tamer I. Why change the design so much?
....I guess I just have to wait for the old style to come around again.","April 18, 2018","Hey TD1994,
We're sorry to read of your experience with the Fly Away Tamer Headband II *Luxtreme and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",7,1
