Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,3 out of 5,KVW34,"IOWA, USA",SWEATY GENERALIST,25-34,ATHLETIC,"light, breathable, dries quickly","loses shape, runs big",,"Breathable, but runs big & loses shape",2018-07-30,"I just got back from a vacation that I specifically bought a couple of these shirts for because I knew it was going to be hot. They are definitely breathable, but I'm not sure if that's because they are so thin or if there's actually something special about the material. The anti-stink technology does seem to work fairly well. If I let them air out overnight, any stench would be gone the next day. What I don't like about this shirt is that it seems to lose its shape very quickly and it seems to run big. At first, when you put it on it seems to be an athletic cut, but not long after you start wearing it the shape is lost and it kind of becomes baggy. Now, I almost wish I had ordered a size smaller because I hate baggy clothing. It's a decent shirt but doesn't seem worth the cost.","July 31, 2018","Dear kvw84,

Thanks for reaching out and providing this feedback for us. I completely understand why you're disappointed with this and I'd love to help turn this around. We'd love to chat with you further to gather more information from you and work towards a resolution. We'll be reaching out via email, so keep your eyes peeled on your inbox.",0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,THEBIGBALLER123,"CLEVELAND, OH, USA",RUNNER,18-24,ATHLETIC,,,,Broke Down,2018-07-22,This shirt has already started to fall apart. I typically really like Lulu but this is a true disappointment for me. Very comfortable at first though and looked great I must admit,"July 23, 2018","Hi thebigballer123,
Thanks for taking the time to share your thoughts on Metal Vent Tech Surge Short Sleeve. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. We have sent you an email outlining a few options.",0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,CBEAMS14,"BLAINE, MN, USA",RUNNER,18-24,ATHLETIC,,,,Very low quality shirt,2018-07-13,Washed shirt once and the sleeves are already stretched out and it is now extremely uncomfortable to wear. Bought the shirt just a little while ago and the fabric is already starting to wear. This is not what I expect from a $78 shirt.,"July 14, 2018","Hey cbeams14,

Thanks for taking the time to pass along some feedback on the Metal Vent Tech Surge Short Sleeve. I'm sorry to hear the shirt has deteriorated after a wash. That shouldn't be happening. Keep an eye out for an email headed your way. Chat soon!",0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,5 out of 5,ELCAPTAIN24,"NEW YORK, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, material / feel, lightweight, anti-stink",,,Better feel than the MVT,2018-07-12,Love this shirt and fit! The material is very light and breathable. I prefer this shirt over the regular Metal Vent shirts i already own. It has the anti-stink and wears very well if you care for it properly. It fits better in the shoulders / and body than the MVT. This is my go t for the gym or just a casual shirt to wear around.,,,0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,5 out of 5,ANDYL,"TAMPA, FL, USA",RUNNER,25-34,SLIM,"fabric, fit",,,Awesome running shirt,2018-06-17,"This shirt is perfect for running in hot weather. It's super light and feels great against the skin. The shirt is very thin/sheer, so you must follow instructions and wash/dry appropriately. I have this shirt in 4 colors and have no issues with fabric quality/wear through the wash. I simply place in a delicates garment bag, wash and then air dry. Like with cashmere or any other delicate fabric, you can't expect it to hold up if you wash with many other items in regular washer conditions and then throw into a hot dryer. Lulu, please come out with a few more colors/solids for this shirt and I'll buy them up.",,,0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,BRAD247,"ST. LOUIS, MO, USA",SWEATY GENERALIST,18-24,ATHLETIC,,,,Very Poor Quality Shirt,2018-06-05,Not the quality you'd expect from a $78 shirt. I own various Lulu apparel and love it but this shirt is absolutely terrible. The neck line does not hold up and after a few washes holes began to appear. Complete waste of money and utter disappointment.,"June 6, 2018","Hey Brad247,

Thank you for taking the time to review the Metal Vent Tech Surge Short Sleeve. I completely understand why you're disappointed with this and I'd love to help turn this around. We have sent you an email outlining a few options.",0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,RUNATX,,RUNNER,18-24,ATHLETIC,,,,holes after 2 washes?,2018-05-23,recently got this shirt along with 2 metal vent short sleeves. all shirts are very comfortable but this one has seam holes after just a couple times wearing it. love lulu but this is very disappointing especially since its an $80 shirt...,"May 25, 2018","Greetings runatx,

Thanks for taking the time to share this experience. I'm sorry to hear that your gear is not performing for you and I'd love to help you find a fix. I've sent an email your way with some solutions!",0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,2 out of 5,JKNICK,"CHICAGO, IL, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,New colors fit different,2018-02-28,"Long time Lulu R&D customer. This is the first review I have written about any product from LuLu and that coming from someone who who has shopped LuLu for the past 8 years and wears some kind of LuLu clothing almost everyday of my life. Recently bought this shirt in 3 different colors navy, black, and teal. Navy and black shirts fit great as always and are comfortable to wear when working out or as casual. Though old versions of this shirt seem more durable as this shirt is very thin and light...possibly prone to holes as I read from other reviews. The Teal version of this shirt however has a completely different fit then the other two colors. Very tight almost like spandex and I have never worn anything but large shirts from LuLu. Will be returning the teal but keeping the navy and black. Truly hope the quality of LuLu makes a comeback since how durable and comfortable the clothing always has been is why I don’t mind paying a premium for these clothes. As I read reviews all across the board on many of their new products it doesn’t look good right now. Make LuLu Great Again.",,,0,0
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,2 out of 5,MILES,TAIWAN,SWEATY GENERALIST,35-44,ATHLETIC,fit,quality,,Great Shirt until its washed multiple Times!,2017-11-08,"For the price you'd expect better quality, I've had this shirt for awhile and wore it sparingly, the other day after maybe the 7th wash the shirt sprung holes everywhere and could no longer be worn! Such a waste of good money.","November 8, 2017","Hey Miles,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,2 out of 5,PETERK1014,CONNECTICUT,CYCLIST,UNDER 18,MUSCULAR,"breathability, comfort, material",durability,,Great product... for a week,2017-11-01,"I bought this shirt this summer and absolutely loved it for the first 3 or 4 times wearing it. However, after going through the wash a few times the material began to wear down quickly and multiple holes developed on the seams. I loved the shirt but did not like the durability. For the the steep price I was expecting more.","November 2, 2017","Hey peterk1014,
Oh dear. Thanks for taking the time to share this feedback with us- we always want to ensure that our gear is performing for you as intended, and will be sending you an email so we can chat further.",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,2 out of 5,KAREEM,DC,RUNNER,35-44,ATHLETIC,,,,"Good shirt, terrible when you sweat",2017-10-22,"I wanted to love this shirt. The colors are cool/elegant and the material is super soft and feels cool. But the problem is how terribly it smells after you sweat. I'm actually not a very heavy sweater and have never had this problem with Nike Dri-Fit products. But after running a 10k this AM I went to starbucks and felt embarrassed by how bad it smelled. If you just plan on running or working out with no one in sight then I'd recommend this shirt, but otherwise I'm sorry to say I wouldn't. It's a shame. It feels like Lululemon tests their products on customers first, instead of testing them in-house.",,,7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,2 out of 5,MBENN609,SAN DIEGO,SWEATY GENERALIST,25-34,ATHLETIC,comfortable,quality,,"Very comfortable, poor quality",2017-10-19,"I really wish I read the reviews on this shirt before I bought it. Much like the others said, this is a very comfortable shirt and great for working out. Unfortunately, it has already began to fray at the embroidered parts around the shoulders.. I have only had this shirt for two months and the quality has been very poor for the price you pay. I love all my other LuLu gear, but this one has been a disappointment.","October 20, 2017","Hey Mbenn609,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,RUNTHEHALF,"CHARLOTTE, NC, USA",RUNNER,25-34,ATHLETIC,comfort,"quality, durability",,Poor Quality,2017-10-15,My wife is trying to get me into the LuluLemon gear because all I wear is UnderArmour. She bought me a couple pairs of shorts and this shirt. I wore the items a few times and actually really like them however all three items have already begun to pill. For the price you pay for these items you’d think they’d last forever.,"October 20, 2017","Hey Runthehalf,
I can confirm that three emails have been sent your way for the three reviews you've recently posted! Be sure to check your junk mail/spam/promotions/social just in case they've been cheeky and diverted there. If you've done this and are still unable to find our emails, be sure to give our GEC a buzz at 1.877.263.9300 as we stand behind the quality of our gear and would love to help get this resolved for you!",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,HG105,NEW YORK,RUNNER,18-24,ATHLETIC,"comfort, breathability",piling,,Extremely Comfy But Didn't Last,2017-08-31,I love this shirt. Its super comfortable and allows my body to breathe. Almost to the point where I don't even realize I'm wearing a shirt. However after only 2 washes it has began to pill. I'm very upset as this is pretty much my favorite athletic shirt that I have and just though the quality would be a little better or at least last longer then 2 uses. ughhh,"September 1, 2017","Hey HG105,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,3 out of 5,AVMARICH,"ST. LOUIS, MO, USA",YOGI,35-44,,"fit, style, comfort, function",durability,,Comfy but not durable,2017-07-30,"Have had this shirt for a few months now, and must say it is one of my most comfortable shirts. Fits well, breathes well, and performs well. I use this shirt for most everything, including yoga/exercise, casual events, and just a great everyday shirt. However, the shirt has not held up well to regular use. I launder the shirt according to instructions, and do not use the dryer. The neck line has started pilling pretty badly, and a small hole has developed in the fabric at the navel. Not sure how the hole got there, but anything is possible. The pilling though is something I would expect with a cheaper, poorer quality shirt, not necessarily one at this price point, and not after such short use. It is not so bad that I can't use the shirt, but now it looks ratty enough that I can only wear it for exercise and would not wear it to social occasions. Really like this shirt, just wish it held up a little longer.","July 31, 2017","Hey avmarich,
Thank you for taking the time to connect with us. Pilling is definitely not what we like to hear, and making things right for you is our priority. Keep an eye on your inbox—I'm sending you an email to chat more.",7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,5 out of 5,AHAEFS,WISCONSIN,SWEATY GENERALIST,18-24,ATHLETIC,"comfortability, breathability",,,Shirt that lets your body breathe,2017-07-15,"I love the classic metal vent tech short sleeve, but this material and design is a step up. The lighter material feels like it disappears when I'm working out rather than getting in the way. With lulu you're always paying for high quality, and with this item, they deliver it.",,,7,1
Metal Vent Tech Surge Short Sleeve,,$78.00,$59.00,2.2 out of 5,1 out of 5,MATT23,"CALIFORNIA, USA",SWEATY GENERALIST,25-34,,,material is too thin,,Does not last long at all,2017-07-03,This shirt was recommended to me by a Lululemon sales guy and he said that I would love the extra ventilation this shirt provides and that this will help me to stay extra cool compared to the other workout shirts. But the material is so thin and wearing it for the first time made parts of the fabric come apart and now theres a tiny hole. I would stay away from this shirt and only buy the regular metal tech vents.,"July 5, 2017","Hey matt23,
No one likes a hole in their gear. That’s definitely a thumbs down from us. We’ve sent through an email so we can learn more about your experience and look into some options.",7,1
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,5 out of 5,MNTGOATCYCLIST,,CYCLIST,55-65,ATHLETIC,,,,Great Fit. Great Material.,2018-08-03,"All the Metal Vent Tees have a great fit. This one is super soft with a nice V-Neck. Same great fit and comfort. I'm 5'8"" 168lbs and wear a Med. You want this to fit snug",,,0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,1 out of 5,JOHN12,"HONOLULU, HI, USA",YOGI,45-54,ATHLETIC,,quality,,not really good,2018-07-28,"I was happy for receiving my shirts.
I got my shirts yesterday.
I wore one shirt just for 1 hour driving.
When I came back to home I took off my shirt then I saw already begun to pill.
This has been a very disappointing purchase.
This shirt may be the single most disappointing thing that Lulu has ever made
I bought this shirt because it fit well and I loved the feel. I have been shopping at lululemon for 3 years now but this shirt is one of terrible quality.","July 29, 2018","Hi john12,

Thank you for taking the time to share your feedback with us. We are sorry to hear that your Metal Vent Tech Short Sleeve has not performed for you, and we would love to help. Keep an eye out for an email coming your way. Chat soon!",0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,5 out of 5,PHYSEDNINJA,"LONDON, ON, CANADA",SWEATY GENERALIST,35-44,ATHLETIC,"fit, does not smell",nothing,,A Must Have Shirt,2018-01-29,Running around daily with my Phys. Ed. classes this shirt always keeps me dry and it NEVER EVER seems to smell from odor. I have 4 different styles and colors and look at adding to the collection. Highly recommend /,,,0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,3 out of 5,KRNROO,,,,,,,,Not so good shirt,2018-01-09,I bought this shirt because it fit well and I loved the feel. I have been shopping at lululemon for years now but this shirt is wrinkled after the first wash and has no stretched and the fit is no longer desirable. Not good.,"January 9, 2018","Hey Krnroo,
No one likes a stretched out shirt. That's definitely a thumbs down from us. We've sent through an email so we can learn more about your experience and look into some options.",0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,2 out of 5,TAKODA,,SWEATY GENERALIST,18-24,ATHLETIC,,,,Good shirt. However ripped shortly after purchase,2016-08-17,"When I first got this product (different color, however same shirt) I had ordered two, but in different colors. One of them is one of my favorite shirts to wear. They are light, comfortable, stylish, and all around a great shirt. Unfortunately, one of the shirts threads started to tear and rip. It left a good size hole (fingers width in diameter) right in the middle of my shirt leaving me 60 bucks down the drain and one useless shirt hanging in my closet. Very unfortunate. However, the other shirt is holding up just fine. I don't know why one of the shirts ripped, because I used both shirts to only wear around town and kept great care of both.","August 18, 2016","Hi there Takoda,
I'm sorry to hear of your experience with the ripped seam and hole on your shirt. I'd like to speak further with you, so look for an email headed your way.",0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,2 out of 5,MIKOLCHUNK,"BROOKLYN, NY, USA",SWEATY GENERALIST,25-34,MUSCULAR,,"fabric quality, fit",,Subpar Quality (lulu- what's happening?),2016-08-10,"Absolutely love lulu. Been wearing their clothes for 4+ years. I have several metal vent tech tees (x4), and I'm usually a M. This medium is so tight around my chest (more so than the previous medium generation metal tech vent shirts) and the length is shorter. It appears that lulu is cutting costs by making the tee shorter and the quality feels off (this is also true with the current generation metal vent hoodies compared to previous metal vent hoodies). My other metal vent tech feel very high-quality--when I rub the fabric between my fingers, they feel great. This one feels sheer and without ""substance""--or the regular high quality that lulu USED to deliver.",,,0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,1 out of 5,KETTLEBELL,PHILLY,SWEATY GENERALIST,25-34,ATHLETIC,,,,Was the best shirt until it started to pill,2016-05-10,"This was my go to shirt. The material was great for wicking sweat during intense interval training. The feel was great and no chafing or restriction of movement. I love the V-neck and wish the shirt was still in production. However, this all changed after a few months - I started to notice pills on the surface of the shirt. I keep strictly to the wash and drying instructions as I want nice quality clothes to last forever. The shirt has always been washed on cold/gentle and always line dried. I always separate out laundry into all workout clothes which 90% are Lulu. Now that the shirt has started to pill, Im very disappointed and second guessing the fabric. Just hate that in less than 6 months and 15 washes the shirt hasn't lasted as long as all the other clothes I wear. - Metal vent tanks etc are lasting wonderfully - also worn and washed once weekly in the rotation.","May 10, 2016","Hey Kettlebell,
Thanks for leaving your feedback on your Metal Vent Tech Short Sleeve V. We stand behind the quality of our gear and would like to work towards a fix for the pilling you're experiencing. Keep an eye out for an email headed your way.
Chat soon!",0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,5 out of 5,ARUNNER12,"ATLANTA, GA, USA",RUNNER,25-34,LEAN,,,,Top Notch Workout Shirt for Men,2015-09-01,"The Metal Vent V and Crew are excellent work out shirts! My husband and father in law LOVE the V neck and my dad and brother in law love the crew necks. Every time a new and nice color comes out, I buy them for my husband and dad because they are their favorite shirts to exercise in (running, tennis, hiking, etc). All the men in my life were reluctant to try Lulu, but it was love at first wear! Please make more colors and make them in the ORIGINAL $64 shirts. I have no idea why the sudden mark up to $68 - that's ridiculous!!",,,0,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,4 out of 5,AARON,"BOSTON, MA, USA",,18-24,ATHLETIC,"material, color, technology",stitch quality,,great to most degree,2015-08-25,I have had this shirt for a few days and during workouts and casual wear the shirt is the best I have ever owned. But after my 3rd workout i noted that a lot of the threads in the shoulder are starting to pull and for this much money I would expect that a shirt like this could withstand a few workouts before the threads showed this much wear to them already.,,,1,0
Metal Vent Tech Short Sleeve V,,$68.00,$49.00,3.5 out of 5,5 out of 5,ASH84,,,,,,,,These are great... why haven't they made more???,2015-08-17,"These are great shirts, however, they have only released a few colors this spring/summer. Why the lack of choices when the regular necked version has had a whole bunch of colors...?",,,1,0
