Double Roller,,$58.00 ,,4.8 out of 5,5 out of 5,MESMERIZEME96789,"MILILANI, HI, USA",RUNNER,25-34,ATHLETIC,functional,colors,,Great roller,7/26/18,"This roller is amazing. I wasn’t sure if I liked the color schemes but the function out performed its colors. Definitely a must have. Lulu, would you offer more colors for this roller?",,,1,0
Double Roller,,$58.00 ,,4.8 out of 5,5 out of 5,NAZANIN,"BETHESDA, MD",SWEATY GENERALIST,25-34,ATHLETIC,"color, design, versatile, effective, size",painful,,Better than your average roller,5/9/18,"It hurts like a you know what but the results are what I need after training. Props to lulu for making this product a 2 in 1. I really like that there are two types of rollers available depending on my self-torture needs. I love the design. It doesn't have any odor and it's easy to store. I hope lulu continues making these types of products. Can you please make elastic some exercise bands with motivational messages? Also, if this is painful for you, maybe lulu should consider making a smoother roller too.",,,1,0
Double Roller,,$58.00 ,,4.8 out of 5,5 out of 5,JORDANNE00,"RALEIGH, NC",SWEATY GENERALIST,25-34,ATHLETIC,"grooves, double roller feature",,,Very Good Foam Roller,5/1/18,"I have a love/hate relationship with this thing! I love it because it does it's job and helps roll out sore muscles and I hate it because those same sore muscles are screaming while I do it! This is a great roller because the outer layer gets deep and the inner roller gets even deeper. I do wish you could use the outer portion without the inner portion in it, but it's very easy to slide in and out! The grooves get a deeper stretch into the muscle much better than a flat roller does. Overall, I would recommend this and I've even gotten other people in my gym to use who have really liked it as well!",,,1,0
Double Roller,,$58.00 ,,4.8 out of 5,4 out of 5,THEGIRLNEXTDOOR,"SEATTLE, WA, USA",SWEATY GENERALIST,18-24,ATHLETIC,"versatility, design, color",,,Decent Roller,4/29/18,"This roller is a fairly decent one. Its a sweet deal, you get two for the price of one! The outer roller is softer and can't be used without the inner roller inside. The inner roller is firm and works wonders on the back. The outer roller is ridged and works wonderfully as well. All in all its a decent roller. I only have given it a lower rating because the outer portion can't be used without the inside part.",,,1,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,YOGIHOLIC,"DALLAS, TX, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Comfy Shirt,8/5/18,"I was pretty stoked having my first lululemon shirt, and this shirt has been the most durable during sweaty workouts at SoulCycle. I was really impressed with the quality of the shirt I bought another one. Wish these shirts come in long-sleeve versions.",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,1 out of 5,JKIM,"BOSTON, MA, USA",SWEATY GENERALIST,18-24,ATHLETIC,,,,Shirt shrunk immeasurably,8/5/18,"The metal vent tech short sleeve was a perfect fit for me when I first got it, but it shrunk almost two fold after it was put in the wash. I am now unable to wear it, and I cannot return it since I took off the tags.",6-Aug-18,"Hey Jkim,

Thanks for taking the time to share your feedback with us. I'm sorry to hear your Metal Vent Tech Short Sleeve has shrunk. Keep an eye out for an email coming your way. Chat Soon!",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,4 out of 5,JDHOCKEY25,,,,,,,,Color,8/4/18,"ordered a Marina colored shirt which showed up as more of a teal/green on the website. received the shirt only to find out it is dark blue. somewhat disappointed because I also ordered a navy shirt, but quality and comfort is great.",5-Aug-18,"Hey jdhockey,
I'm bummed to hear that you've received something in a deceiving colour -- we'd love to help you out! Please reach out to our GEC at 1.877.263.9300 and one of our educators will be able to help you out -- we hope to hear from you soon!",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,SOLECATALYST,,,,,,,,Shirt doesn't last long,8/3/18,"I initially liked this shirt as it is very comfortable and fits extremely well. It's fitted but not tight and loose enough to work out in without feeling constricted. However, after only wearing this shirt a handful of times, the shirt is already pilling in many areas. Considering that I've never deviated from the washing directions provided by Lululemon, I must conclude that the quality of the material isn't very good. It's very disappointing since these shirts are expensive and are supposed to be of high quality.",4-Aug-18,"Hey SoleCatalyst,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,BUILD,UNITED STATES,SWEATY GENERALIST,25-34,ATHLETIC,,,,Best fitting shirt I own,8/3/18,Love these shirts.,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,XFILE1968,KENTUCKY,,,,,,,My Review,8/2/18,"Excellent comfort, fit and style!",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,ANNIEKK,,,18-24,SLIM,,,,Perfect fit,8/1/18,I bought this for my boyfriend and he absolutely loves it! He wears it all the time. The fit is accurate and it looks even better in person! I definitely recommend.,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,BANTJH2O,"DUPONT, WA 98327, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,favorite casual tee,7/31/18,I'll never wear cotton again.,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,JALLEN4,"SALT LAKE CITY, UT, USA",SWEATY GENERALIST,25-34,SOLID,"fit, material",nothing,,Best workout shirt,7/30/18,"I bought this shirt and couldn't be happier. I have worn this to Yoga, Basketball, and Running. It works great, I love the feel, and plan on purchasing a few more. The fit is great too.",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,BJOHNSON8,"GREENSBORO, NC",RUNNER,25-34,ATHLETIC,,,,Comfortable workout shorts,7/30/18,These shorts are light and comfortable. They fit well around the waist and are snug enough when you run in them. The pockets are great for keeping your key in or phone when needed.,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,GIBRANSANTO,,,,,silverscent technology,,,In love with the fabric.,7/29/18,Fabric is incredibly soft and fit as expected. The only disappointing thing is that the logo of the t-shirt I received is not in the same position nor shape as the one showed on the photo of the DEEP ROUGE item. :(,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,RUN98,AUSTIN,RUNNER,18-24,ATHLETIC,"design, material",construction quality,,Faltering Construction,7/28/18,"The material and design of the shirt are great and I've been using them for years. They move with your body and wick sweat well, without sticking. Over my past couple of purchases I have noticed that the quality isn't as high as it once was. On a couple of my shirts the neck has stretched out and seams are coming undone after only a couple weeks of use, which is disappointing.",31-Jul-18,"Dear run98,

Thanks for reaching out and providing this feedback for us. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. We have sent you an email outlining a few options.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,SHOOB,,YOGI,55-65,LEAN,,,,Easy classy,7/28/18,A T-shirt that looks nice enough for eh office over the usual Hanes.,,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,CG22KU,ST. LOUIS,CYCLIST,18-24,LEAN,,"quality, durability",,Unusual Experience,7/28/18,"I love Lululemon and wear it almost every day, however the red metal vent tech short sleeve has wear and tear from washing it after each workout. It is not like any other Lululemon Shirt I have... I am not sure why this one is different. Overall, this particular shirt seems very poor quality to me. Shirt is relatively new, yet is already falling apart. I am disappointed.",29-Jul-18,"Hi cg22ku,

Thank you for taking the time to share your feedback with us. We are sorry to hear that your Metal Vent Tech Short Sleeve is not performing for you, and we would love to help. Keep an eye out for an email coming your way. Chat soon!",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,KRNROO,,,,,,,,bad quality,7/23/18,after two washes the shirt has stretched out to the point where it's unwearable. lululemon prides itself on fabric that wont stretch with washing and yet this shirt definitely does not uphold the quality that I am used to with lululemon,23-Jul-18,"Hi Krnroo,
We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,4 out of 5,EVM22,"TEXAS, USA",SWEATY GENERALIST,18-24,LEAN,quality,sizing,,Inconsistent Sizing,7/19/18,"I've bought several metal vent short sleeved shirts over the past few years and one thing i've noticed is that they're sizing is too inconsistent. I have shirts that fit me like a small when they're actually mediums and mediums that sometimes fit perfectly or slightly too large. I used to buy these shirts online, but now i must try them on in-stores. The sizing is my only complaint. The quality is great, its perfect for working out, and I always get compliments on my shirts.",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,ELCAPTAIN24,"NEW YORK, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,"feel, colors, soft",bacon neck,,Own multiple of these...,7/12/18,"I own a few of these shirts. I love the silverescent material and feel of the shirts, however one of the shirts did start getting the bacon neck after a few wears and washes. Not sure if i received a defective shirt or this is common as my other one's have not experienced this yet. I also wash as Lululemon recommends and hang dry their clothes but this one shirt didn't quite hold up like I'm used to of Lululemon men's products.",13-Jul-18,"Hi ElCaptain24,
Thanks for taking the time to share this feedback. It's not good to hear that one of your shirts has stretched out in the neck. I've sent an email your way with some solutions so we can help you out on this one! Chat soon.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,5 out of 5,DEBER1JD,,,,,,,,Unbelievable,7/10/18,"These shirts are simply amazing. Lightweight, yet sturdy and breathable material for the best workout gear and casual wear. I do prefer the heavier material used in the Metal Vent Tech shirts as opposed to the light-weight material in the Surge shirts. The only thing I would like to see Lululemon do with these shirts is offer a wider range of colors, specifically brighter colors. These shirts have the potential to really stand out! Keep doing what you are doing Lulu!",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,WRINKLY,"CHICAGO, IL, USA",RUNNER,25-34,ATHLETIC,,,,Disappointed,7/4/18,"I love lulu lemon. It is my main apparel for working out. That being said, I was extremely disappointed with this specific shirt. I purchased the metal tech vent sleeve shirt roughly 1 year ago and am already noticing the color wash out as well as the wrinkly neck top I get after washing. This is simply not what I signed up for and lulu quaility has been better in the past. Truly disappointed in my purchase.",5-Jul-18,"Hey Wrinkly,

Thanks for taking the time to pass along some feedback on the Metal Vent Tech Short Sleeve. I'm sorry to hear about the fading and wrinkling on your short sleeve. Keep an eye out for an email headed your way. Chat soon!",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,3 out of 5,JMZATL,"ATLANTA, GA, USA",RUNNER,45-54,ATHLETIC,,,,My White Tops Bled,6/18/18,"I have several of the Metal Vent Tech tops, most are 2014 vintage, and I absolutely love them and was going to buy more. However, I went for 2 long runs this weekend (it was extremely hot and humid in Atlanta) and wore my white tops, one Small, the other Medium), and I laundered them as usual in cold water with other whites, but inexplicably both tops bled - the off-white color from the little waves in the fabric bled into the pure white. Not sure why that happened?",19-Jun-18,"Hey jmzatl,

Thank you for taking the time to share your feedback with us. We want your gear to support your sweatiest pursuits and it sounds like your Metal Vent Tech Short Sleeve isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Keep an eye out for an email coming your way!",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,1 out of 5,THEBOMBA,"SPOKANE, WA",YOGI,45-54,,colors,size grows about 2 sizes when wet,,Is this actually for exercise?,6/18/18,"I have recently gotten into hot yoga and after struggling with regular gym shorts that go beyond the knee, it was time to upgrade. I purchased several of these shirts to go with my new shorts. I found it interesting that these shirts grew about 8"" in length by the end of a 1 hour class and began to hang like a draped tent. I went into my local store and the manager told me I couldn't return them unless they were defective (I would call this defective). This brings me to the question; is Lululemon clothing simply clothing and not actually supposed to be used while exercising? Very disappointed.",19-Jun-18,"Hey thebomba,

Thank you for taking the time to review the Metal Vent Tech Short Sleeve. We want you to know, feedback is at the heart of everything we do and we'd love to make this experience right for you. Please be on the lookout for an email headed your way. It'll detail the next steps to take to resolve this.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,SAMD16,"COMMERCE CHARTER TWP, MI, USA",SWEATY GENERALIST,I KEEP MY AGE ON THE D.L.,SLIM,the feel,size,,Inconsistant Sizing,5/18/18,"I love Lulu but the quality has really gone down throughout the years, the sizing varies on each color, very inconsistent. I was small in a blue color then I got a small black and it was too tight so I had to get a medium.",,,0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,3 out of 5,MDV11,"ATLANTA, GA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Bacon neck,5/14/18,"I've owned 2 of these for roughly 1 year. Both have shriveled up around the neckline. Both have been washed and dried per Lulu guidelines. Other than that issue, the shirts have held up well.",14-May-18,"Hi MDV11,
Thank you for taking the time to share your feedback with us. I'd love to help you out on this one! Watch out for an email coming your way soon.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,2 out of 5,AFC2004,,,,,"fit(at first), style","pilling, durability",,Poor Quality,5/13/18,"I purchased the nautical navy colorway and it was good at first. After only a few wears, I noticed severe pilling at the back on the bottom. Also, the collar has stretched out to the point where it is practically a V neck. For the price, I am very disappointed and would not purchase again.",14-May-18,"Hi AFC2004,
Thank you for taking the time to share your feedback with us. We're sorry to read of your recent experience and would love to discuss this further. An email has been sent with additional information.",0,0
Metal Vent Tech Short Sleeve,,$68.00 ,,2.7 out of 5,4 out of 5,SMITH93,"ATLANTA, GA, USA",RUNNER,18-24,ATHLETIC,"fit, anti-stink, looks",not as nice as the older shirts,,Go to workout shirt,5/13/18,"I own a little over a half dozen of these shirts and have been happy with all of them. They fit well overall. (always try it on because I have noticed different fits with different colors) They are good at wicking sweat, surprisingly don't smell even after a long workout, and overall look really nice. So why only a 4 star? Well my first shirt was purchased a little over 4 years ago and that fit and quality is far beyond the current design. While I still like the new shirts the 4 year old one looks newer than the one i bought a few months ago. Still these are my favorite workout shirts I have even owned.",,,0,0
